image_id,condition,method,mse,psnr_db,recovery_ratio,clean_drift_mse,dark_region_mse,bright_region_mse,loss_before,loss_after,active_count,steps,stop_reason,ev_min,ev_max,gamma_min,gamma_max
3553,quadrants,global_discrete,0.06807751208543777,11.669963240649047,-0.18820521656583122,,0.021340152248740196,0.1148148700594902,9.70335882655522,4.743589874285486,3,0,one_coordinate_pass,0.5,0.5,0.8000000715255737,0.8000000715255737
3553,quadrants,spatial2_discrete,0.07089978456497192,11.493550844556648,-0.23746434458073384,,0.013393005356192589,0.1284065544605255,9.70335882655522,0.7977446028215833,3,0,one_coordinate_pass,-0.5,0.9999999403953552,0.8000000715255737,1.0
3553,quadrants,global_ttt,0.049845173954963684,13.023768840161143,0.13001674268604702,,0.03721664473414421,0.06247371807694435,9.70335882655522,2.8937152081649735,3,40,max_updates,-0.08574053645133972,-0.08574053645133972,0.6098812818527222,0.6098812818527222
3553,quadrants,spatial2_ttt,0.07877875119447708,11.035909079346737,-0.37498155053527826,,0.019754726439714432,0.13780279457569122,9.70335882655522,0.13298468378146708,3,40,max_updates,-0.8652887940406799,1.0645800828933716,0.7183346748352051,0.7468184232711792
3553,smooth_gradient,identity,0.012905023992061615,18.89241183711334,0.0,,,,-0.0,-0.0,0,0,identity,0.0,0.0,1.0,1.0
3553,smooth_gradient,global_direct,0.012905023992061615,18.89241183711334,0.0,,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
3553,smooth_gradient,spatial2_direct,0.012905023992061615,18.89241183711334,0.0,,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
3553,smooth_gradient,global_discrete,0.012905023992061615,18.89241183711334,0.0,,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
3553,smooth_gradient,spatial2_discrete,0.012905023992061615,18.89241183711334,0.0,,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
3553,smooth_gradient,global_ttt,0.012905023992061615,18.89241183711334,0.0,,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
3553,smooth_gradient,spatial2_ttt,0.012905023992061615,18.89241183711334,0.0,,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
3661,clean,identity,0.0,,,0.0,,,-0.0,-0.0,0,0,identity,0.0,0.0,1.0,1.0
3661,clean,global_direct,0.0,,,0.0,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
3661,clean,spatial2_direct,0.0,,,0.0,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
3661,clean,global_discrete,0.0,,,0.0,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
